file,file_type,review_status,substantive,review_method,findings_count,notes
"docs/i18n/ru/FAQ.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/ru/PRIVACY.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/ru/README.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/ru/SECURITY.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/ru/SUPPORT.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/sv-SE/ABOUT.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/sv-SE/CONTRIBUTING.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/sv-SE/FAQ.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/sv-SE/PRIVACY.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/sv-SE/README.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/sv-SE/SECURITY.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/sv-SE/SUPPORT.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/translation-status.json","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/zh-CN/ABOUT.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/zh-CN/CONTRIBUTING.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/zh-CN/FAQ.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/zh-CN/PRIVACY.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/zh-CN/README.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/zh-CN/SECURITY.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/zh-CN/SUPPORT.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/implementation/document-agent-implementation-report.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/legal/DISCLAIMER.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/legal/NOTICE.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/legal/PRIVACY.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/legal/THIRD_PARTY_NOTICES.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/legal/TRADEMARKS.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/reference/CHARACTER_CARD_V2_COMPATIBILITY.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/reference/VENICE_API_SOURCE_MANIFEST.md","documentation","REVIEWED","yes","2026-09-10 audit + 2026-09-11 dirty-diff validation","0","User-owned current-worktree change revalidated 2026-09-11"
"docs/reference/VENICE_API_SYSTEM_PROMPT.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/reference/Venice_api_LLM_info.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/reference/Venice_swagger_api.yaml","generated","GENERATED","no","generator/verifier + dirty-diff accounting","0","User-owned current-worktree change revalidated 2026-09-11"
"docs/reference/seedance-2-0-api-guide.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/reference/seedance-face-consent-api-guide.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/reports/FINAL_AUDIT_REMEDIATION_REPORT_2026-08-26.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/reports/MEDIA_PREVIEW_TRAFFIC_INSPECTOR_REMEDIATION_REPORT_2026-07-26.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/reports/MEDIA_SAVE_PIPELINE_AUDIT_2026-07-28.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/reports/VENICE_FORGE_POST_AUGUST_24_AUDIT_REPORT.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/reports/historical/AUDIT-006-021_VALIDATION_REPORT.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/reports/historical/BUG_HUNTING_AGENT_PROMPT.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/reports/historical/BUG_HUNT_SUMMARY.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/reports/historical/CANONICAL_REPORT_INDEX.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/reports/historical/DEFERRED_WORK_DECISION_RECORD.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/reports/historical/FINAL_ACCEPTANCE_REPORT.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/reports/historical/INTENDED_FEATURE_VERIFICATION_2026-07-15.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/reports/historical/MEDIA_CHARACTER_REMEDIATION_REPORT.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/reports/historical/MINIMAX_M3_I18N_FULL_APP_REMEDIATION_REPORT_2026-07-26.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/reports/historical/README.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/reports/historical/ROUND2_POST_FIX_BUG_HUNT_WITH_PROOF.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/reports/historical/RUNTIME_I18N_FULL_UI_REMEDIATION_REPORT_2026-07-26.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/reports/historical/VALIDATION_REPORT_AUDIT_001_080.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/reports/historical/VENICE_FORGE_2026-07-20_REMEDIATION_REPORT.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/reports/historical/VENICE_FORGE_CHAT_FOLDERS_MEDIA_DOCUMENTS_REPORT_2026-07-19.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/reports/historical/VENICE_FORGE_COMPLETION_EXECUTION_2026-07-25.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/reports/historical/VENICE_FORGE_IMAGE_REMEDIATION_REPORT_2026-07-25.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/reports/historical/VENICE_FORGE_THEME_ENGINE_BORDER_AND_PORTABILITY_AUDIT_2026-07-21.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/reports/historical/VENICE_UI_PARITY_REFERENCE.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/reports/historical/VIDEO_GALLERY_CHARACTER_CHATS_UI_SURFACE_REMEDIATION_REPORT.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/reports/historical/VIDEO_PIPELINE_AND_RESEARCH_BROWSER_DEACTIVATION_2026-07-18.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/reports/historical/audit-validation-report-022-051.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/reports/historical/audit_report.yaml","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/reports/historical/character-creator-implementation-report.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/reports/historical/final-massive-bug-hunt-with-proof.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/reports/historical/remediation-report-2026-09-01.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/security/ST_CARD_IMPORT_THREAT_MODEL.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/security/security-model.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/security/sync-threat-model.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/summary_of_work.md","documentation","REVIEWED","yes","2026-09-10 audit + 2026-09-11 dirty-diff validation","0","User-owned current-worktree change revalidated 2026-09-11"
"docs/superpowers/plans/2026-08-26-provider-boundary-style-references.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/superpowers/plans/2026-08-30-audit-remediation.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/superpowers/plans/2026-08-31-csp-meteocon-remediation.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/superpowers/plans/2026-08-31-electron-test-typecheck.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/superpowers/plans/2026-08-31-replicate-paid-submission-durability.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/superpowers/plans/2026-08-31-theme-ci-reconciliation.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/superpowers/plans/2026-08-31-theme-engine-v2-and-ci-hardening.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/superpowers/plans/2026-08-31-unified-hardening-coordinator.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/superpowers/plans/2026-09-01-theme-aware-code-blocks.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/superpowers/specs/2026-08-23-semantic-image-prompt-enhancer-design.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/superpowers/specs/2026-08-24-deferred-provider-integration-design.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/superpowers/specs/2026-08-26-document-agent-end-to-end-repair-design.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/superpowers/specs/2026-08-26-provider-boundary-style-references-design.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/superpowers/specs/2026-08-30-audit-remediation-design.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/superpowers/specs/2026-08-31-theme-engine-v2-and-ci-hardening-design.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/superpowers/specs/2026-08-31-unified-theme-ci-csp-electron-replicate-design.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/superpowers/specs/2026-09-01-theme-aware-code-rendering-design.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/testing/CHARACTER_CARD_FIXTURES.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/user/IMAGE_INSPECTOR.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/user/ST_CARD_STUDIO.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/user/backup-and-sync.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/user/chat-model-selection.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/user/sync-troubleshooting.md","documentation","REVIEWED","yes","docs+links","0",""
"electron-builder.config.cjs","configuration","REVIEWED","yes","config+CI","0",""
"electron/agent/approvals/approval-coordinator.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/agent/approvals/approval-coordinator.ts","source","REVIEWED","yes","2026-09-10 audit + 2026-09-11 dirty-diff validation","0","User-owned current-worktree change revalidated 2026-09-11"
"electron/agent/approvals/plan-factories.ts","source","REVIEWED","yes","semantic","0",""
"electron/agent/attachments/attachment-registry.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/agent/attachments/attachment-registry.ts","source","REVIEWED","yes","semantic","0",""
"electron/agent/audit/document-agent-audit-service.ts","source","REVIEWED","yes","semantic","0",""
"electron/agent/documents/attachment-import-service.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/agent/documents/attachment-import-service.ts","source","REVIEWED","yes","semantic","0",""
"electron/agent/documents/document-patch-engine.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/agent/documents/document-patch-engine.ts","source","REVIEWED","yes","semantic","0",""
"electron/agent/documents/document-serializer-service.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/agent/documents/document-serializer-service.ts","source","REVIEWED","yes","semantic","0",""
"electron/agent/documents/managed-document-service.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/agent/documents/managed-document-service.ts","source","REVIEWED","yes","semantic","0",""
"electron/agent/policy/workspace-grant-service.ts","source","REVIEWED","yes","semantic","0",""
"electron/agent/runtime/agent-permission-state.test.ts","test","REVIEWED","yes","2026-09-10 audit + 2026-09-11 dirty-diff validation","0","User-owned current-worktree change revalidated 2026-09-11"
"electron/agent/runtime/agent-permission-state.ts","source","REVIEWED","yes","2026-09-10 audit + 2026-09-11 dirty-diff validation","0","User-owned current-worktree change revalidated 2026-09-11"
"electron/agent/runtime/agent-services.ts","source","REVIEWED","yes","semantic","0",""
"electron/agent/runtime/agent-tool-executor.documents.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/agent/runtime/agent-tool-executor.test.ts","test","REVIEWED","yes","2026-09-10 audit + 2026-09-11 dirty-diff validation","0","User-owned current-worktree change revalidated 2026-09-11"
"electron/agent/runtime/agent-tool-executor.ts","source","REVIEWED","yes","2026-09-10 audit + 2026-09-11 dirty-diff validation","0","User-owned current-worktree change revalidated 2026-09-11"
"electron/agent/runtime/approved-media-executor.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/agent/runtime/approved-media-executor.ts","source","REVIEWED","yes","semantic","0",""
"electron/agent/runtime/chat-agent-runner.multiturn.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/agent/runtime/chat-agent-runner.telemetry.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/agent/runtime/chat-agent-runner.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/agent/runtime/chat-agent-runner.ts","source","REVIEWED","yes","semantic","0",""
"electron/agent/runtime/document-agent-contracts.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/agent/runtime/image-model-resolver.ts","source","REVIEWED","yes","semantic","0",""
"electron/agent/runtime/tool-execution-context.ts","source","REVIEWED","yes","semantic","0",""
"electron/agent/runtime/trusted-agent-request.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/agent/runtime/trusted-agent-request.ts","source","REVIEWED","yes","semantic","0",""
"electron/agent/workspace/path-policy.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/agent/workspace/path-policy.ts","source","REVIEWED","yes","semantic","0",""
"electron/agent/workspace/workspace-filesystem-service.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/agent/workspace/workspace-filesystem-service.ts","source","REVIEWED","yes","semantic","0",""
"electron/agent/workspace/workspace-mutation-service.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/agent/workspace/workspace-mutation-service.ts","source","REVIEWED","yes","semantic","0",""
"electron/ipc/characterCardFileHandlers.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/ipc/characterCardFileHandlers.ts","source","REVIEWED","yes","2026-09-10 audit + 2026-09-11 dirty-diff validation","0","User-owned current-worktree change revalidated 2026-09-11"
"electron/ipc/characterCreatorHandlers.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/ipc/characterCreatorHandlers.ts","source","REVIEWED","yes","semantic","0",""
"electron/ipc/configHandlers.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/ipc/configHandlers.ts","source","REVIEWED","yes","semantic","0",""
"electron/ipc/handlers.test.ts","test","REVIEWED","yes","2026-09-10 audit + 2026-09-11 dirty-diff validation","0","User-owned current-worktree change revalidated 2026-09-11"
"electron/ipc/handlers.ts","source","REVIEWED","yes","semantic","0",""
"electron/ipc/handlers/apiKeyHandlers.reserved.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/ipc/handlers/apiKeyHandlers.ts","source","REVIEWED","yes","2026-09-10 audit + 2026-09-11 dirty-diff validation","0","User-owned current-worktree change revalidated 2026-09-11"
"electron/ipc/handlers/backgroundTaskHandlers.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/ipc/handlers/backgroundTaskHandlers.ts","source","REVIEWED","yes","semantic","0",""
"electron/ipc/handlers/chatFolderHandlers.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/ipc/handlers/chatFolderHandlers.ts","source","REVIEWED","yes","semantic","0",""
"electron/ipc/handlers/chatTtsHandlers.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/ipc/handlers/chatTtsHandlers.ts","source","REVIEWED","yes","semantic","0",""
"electron/ipc/handlers/common.security.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/ipc/handlers/common.ts","source","REVIEWED","yes","semantic","0",""
"electron/ipc/handlers/documentAgentHandlers.attachments.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/ipc/handlers/documentAgentHandlers.ts","source","REVIEWED","yes","2026-09-10 audit + 2026-09-11 dirty-diff validation","0","User-owned current-worktree change revalidated 2026-09-11"
"electron/ipc/handlers/fileHandlers.generatedMediaExport.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/ipc/handlers/fileHandlers.ts","source","REVIEWED","yes","semantic","0",""
"electron/ipc/handlers/huggingfaceHandlers.ts","source","REVIEWED","yes","semantic","0",""
"electron/ipc/handlers/imageInspectorHandlers.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/ipc/handlers/imageInspectorHandlers.ts","source","REVIEWED","yes","semantic","0",""
"electron/ipc/handlers/index.ts","source","REVIEWED","yes","semantic","0",""
"electron/ipc/handlers/inspectorTelemetryHandlers.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/ipc/handlers/inspectorTelemetryHandlers.ts","source","REVIEWED","yes","semantic","0",""
"electron/ipc/handlers/jinaHandlers.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/ipc/handlers/jinaHandlers.ts","source","REVIEWED","yes","semantic","0",""
"electron/ipc/handlers/registration.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/ipc/handlers/replicateHandlers.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/ipc/handlers/replicateHandlers.ts","source","REVIEWED","yes","semantic","0",""
"electron/ipc/handlers/syncHandlers.profile.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/ipc/handlers/syncHandlers.ts","source","REVIEWED","yes","2026-09-10 audit + 2026-09-11 dirty-diff validation","0","User-owned current-worktree change revalidated 2026-09-11"
"electron/ipc/handlers/systemHandlers.ts","source","REVIEWED","yes","semantic","0",""
"electron/ipc/handlers/veniceHandlers.ts","source","REVIEWED","yes","semantic","0",""
"electron/ipc/rpHandlers.test.ts","test","REVIEWED","yes","2026-09-10 audit + 2026-09-11 dirty-diff validation","0","User-owned current-worktree change revalidated 2026-09-11"
"electron/ipc/rpHandlers.ts","source","REVIEWED","yes","2026-09-10 audit + 2026-09-11 dirty-diff validation","0","User-owned current-worktree change revalidated 2026-09-11"
"electron/ipc/updates.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/ipc/updates.ts","source","REVIEWED","yes","semantic","0",""
"electron/ipc/validation.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/ipc/validation.ts","source","REVIEWED","yes","semantic","0",""
"electron/main.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/main.ts","source","REVIEWED","yes","semantic","0",""
"electron/preload.ts","source","REVIEWED","yes","2026-09-10 audit + 2026-09-11 dirty-diff validation","0","User-owned current-worktree change revalidated 2026-09-11"
"electron/services/appShutdownCoordinator.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/appShutdownCoordinator.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/backgroundTaskManager.paidQueue.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/backgroundTaskManager.replicate.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/backgroundTaskManager.restart-idempotency.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/backgroundTaskManager.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/backgroundTaskManager.ts","source","REVIEWED","yes","2026-09-10 audit + 2026-09-11 dirty-diff validation","0","User-owned current-worktree change revalidated 2026-09-11"
"electron/services/backupCrypto.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/backupCrypto.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/boundedResponseReader.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/boundedResponseReader.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/bridgeServer.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/bridgeServer.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/characterCardPngCodec.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/characterCardPngCodec.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/characterCardStorage.test.ts","test","REVIEWED","yes","2026-09-10 audit + 2026-09-11 dirty-diff validation","0","User-owned current-worktree change revalidated 2026-09-11"
"electron/services/characterCardStorage.ts","source","REVIEWED","yes","2026-09-10 audit + 2026-09-11 dirty-diff validation","0","User-owned current-worktree change revalidated 2026-09-11"
"electron/services/characterImageCache.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/characterImageCache.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/chatFolderBackupService.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/chatFolderBackupService.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/chatFolderLockService.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/chatFolderLockService.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/chatFolderOperationJournal.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/chatFolderOperationJournal.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/chatFolderService.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/chatFolderService.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/chatFolderStorage.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/chatFolderStorage.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/chatStorage.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/chatStorage.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/chatTtsBridge.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/chatTtsBridge.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/configService.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/configService.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/conversationVault.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/conversationVault.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/conversationWriteQueue.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/generatedMediaExport.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/generatedMediaExport.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/generatedMediaRecoveryQueue.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/generatedMediaRecoveryQueue.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/generatedMediaStore.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/generatedMediaStore.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/generatedMediaStream.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/generatedMediaStream.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/generatedVideoDownload.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/generatedVideoDownload.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/guardPipeline.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/guardPipeline.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/huggingfaceDiscovery.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/huggingfaceDiscovery.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/imageInspectorInput.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/imageInspectorInput.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/inspectorTelemetry.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/inspectorTelemetry.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/logger.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/logger.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/mediaFormat.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/mediaFormat.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/mediaService.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/mediaService.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/memoryPuller.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/paidSubmissionManager.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/paidSubmissionManager.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/profilePurge.test.ts","test","REVIEWED","yes","2026-09-10 audit + 2026-09-11 dirty-diff validation","0","User-owned current-worktree change revalidated 2026-09-11"
"electron/services/profilePurge.ts","source","REVIEWED","yes","2026-09-10 audit + 2026-09-11 dirty-diff validation","0","User-owned current-worktree change revalidated 2026-09-11"
"electron/services/profileSession.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/profileSession.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/providerAdapters.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/providerAdapters.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/providerSettingsStore.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/providerSettingsStore.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/remoteApplyAuthority.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/remoteApplyAuthority.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/replaceImportRecovery.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/replaceImportRecovery.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/replicateService.test.ts","test","REVIEWED","yes","2026-09-10 audit + 2026-09-11 dirty-diff validation","0","User-owned current-worktree change revalidated 2026-09-11"
"electron/services/replicateService.ts","source","REVIEWED","yes","2026-09-10 audit + 2026-09-11 dirty-diff validation","0","User-owned current-worktree change revalidated 2026-09-11"
"electron/services/rpChatStorage.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/rpChatStorage.ts","source","REVIEWED","yes","2026-09-10 audit + 2026-09-11 dirty-diff validation","0","User-owned current-worktree change revalidated 2026-09-11"
"electron/services/rpSingleFileStore.test.ts","test","REVIEWED","yes","2026-09-10 audit + 2026-09-11 dirty-diff validation","0","User-owned current-worktree change revalidated 2026-09-11"
"electron/services/rpSingleFileStore.ts","source","REVIEWED","yes","2026-09-10 audit + 2026-09-11 dirty-diff validation","0","User-owned current-worktree change revalidated 2026-09-11"
"electron/services/rpStores.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/runtimeSafetySettings.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/secureStore.providerCredential.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/secureStore.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/secureStore.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/syncApplyQueue.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/syncApplyQueue.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/syncBridge.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/syncBridge.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/syncCheckpoint.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/syncCheckpoint.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/syncConfig.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/syncFolderWatcher.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/syncFolderWatcher.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/syncIdentity.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/syncIdentity.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/syncOutbox.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/syncOutbox.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/syncRetryQueue.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/themeService.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/themeService.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/timezoneService.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/vaultMigration.ts","source","REVIEWED","yes","semantic","0",""
"electron/services/veniceClient.adapters.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/veniceClient.error.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/veniceClient.multipart.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/veniceClient.retryAfter.test.ts","test","REVIEWED","yes","test-quality","0",""
"electron/services/veniceClient.sseParser.test.ts","test","REVIEWED","yes","test-quality","0",""
