index,path,class,status,lines,bytes,findings,review_depth,notes
279,scripts/checksum-release.test.ts,line-audit,continuation-pending,156,6472,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
280,scripts/clean-repo-zip.sh,line-audit,audited,710,24997,1,deep,Source-backed review and/or validation performed.
281,scripts/create-cjs-package.cjs,line-audit,continuation-pending,13,595,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
282,scripts/dev-tools/capture-venice-design.mjs,line-audit,continuation-pending,164,5457,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
283,scripts/dev-tools/capture-venice-styles.cjs,line-audit,continuation-pending,57,1828,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
284,scripts/dev-tools/README.md,line-audit,continuation-pending,30,1072,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
285,scripts/generate-placeholder-icon.cjs,line-audit,continuation-pending,368,12372,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
286,scripts/init-config.ts,line-audit,continuation-pending,60,2032,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
287,scripts/print-config.ts,line-audit,continuation-pending,47,1841,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
288,scripts/profile-media-studio.mjs,line-audit,continuation-pending,270,11242,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
289,scripts/profile-media-studio.test.ts,line-audit,continuation-pending,45,2286,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
290,scripts/start-production.cjs,line-audit,continuation-pending,8,247,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
291,scripts/validate-config.ts,line-audit,continuation-pending,77,2978,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
292,scripts/verify-agent-docs.cjs,line-audit,audited,181,6404,1,deep,Source-backed review and/or validation performed.
293,scripts/verify-agent-docs.test.ts,line-audit,audited,206,8000,1,deep,Source-backed review and/or validation performed.
294,scripts/verify-archive-clean.cjs,line-audit,continuation-pending,363,14057,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
295,scripts/verify-archive-clean.test.ts,line-audit,continuation-pending,632,28262,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
296,scripts/verify-backup-sync.cjs,line-audit,audited,337,13095,1,deep,Source-backed review and/or validation performed.
297,scripts/verify-backup-sync.test.ts,line-audit,continuation-pending,13,547,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
298,scripts/verify-browser-traffic-contained.cjs,line-audit,continuation-pending,82,4318,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
299,scripts/verify-bundle-budget.cjs,line-audit,continuation-pending,52,1701,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
300,scripts/verify-ci-contract.cjs,line-audit,continuation-pending,234,8750,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
301,scripts/verify-ci-contract.test.ts,line-audit,continuation-pending,30,1258,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
302,scripts/verify-dist.cjs,line-audit,continuation-pending,393,14675,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
303,scripts/verify-dist.test.ts,line-audit,continuation-pending,154,5283,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
304,scripts/verify-document-ingestion.cjs,line-audit,continuation-pending,206,6190,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
305,scripts/verify-document-ingestion.test.ts,line-audit,continuation-pending,206,7610,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
306,scripts/verify-icon.cjs,line-audit,continuation-pending,41,1648,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
307,scripts/verify-image-policy.cjs,line-audit,continuation-pending,88,3065,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
308,scripts/verify-lockfile.cjs,line-audit,continuation-pending,40,1488,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
309,scripts/verify-markdown-links.cjs,line-audit,continuation-pending,293,11035,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
310,scripts/verify-markdown-links.test.ts,line-audit,continuation-pending,161,7465,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
311,scripts/verify-media-studio-power-tools.cjs,line-audit,continuation-pending,192,4490,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
312,scripts/verify-model-aware-recipes.cjs,line-audit,continuation-pending,195,5839,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
313,scripts/verify-network-boundaries.cjs,line-audit,continuation-pending,177,6064,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
314,scripts/verify-no-native-dialogs.cjs,line-audit,continuation-pending,148,4562,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
315,scripts/verify-prompt-library.cjs,line-audit,continuation-pending,214,7539,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
316,scripts/verify-provider-adapters.cjs,line-audit,continuation-pending,29,985,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
317,scripts/verify-provider-adapters.test.ts,line-audit,continuation-pending,17,626,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
318,scripts/verify-release-packaging-hardening.cjs,line-audit,continuation-pending,703,27911,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
319,scripts/verify-release-packaging-hardening.test.ts,line-audit,continuation-pending,409,18372,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
320,scripts/verify-repo-handoff-hygiene.cjs,line-audit,continuation-pending,116,3479,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
321,scripts/verify-repository-identity.cjs,line-audit,continuation-pending,239,7930,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
322,scripts/verify-repository-identity.test.ts,line-audit,continuation-pending,117,4442,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
323,scripts/verify-research-browser.cjs,line-audit,continuation-pending,221,9411,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
324,scripts/verify-research-workspace.cjs,line-audit,continuation-pending,100,3804,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
325,scripts/verify-rp-studio-polish.cjs,line-audit,continuation-pending,107,4179,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
326,scripts/verify-safety-guard.cjs,line-audit,continuation-pending,224,8711,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
327,scripts/verify-safety-guard.test.ts,line-audit,continuation-pending,234,9421,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
328,scripts/verify-scene-composer.cjs,line-audit,continuation-pending,188,6342,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
329,scripts/verify-scene-references.cjs,line-audit,continuation-pending,145,4908,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
330,scripts/verify-status-diagnostics.cjs,line-audit,continuation-pending,217,7568,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
331,scripts/verify-storage-policy.cjs,line-audit,continuation-pending,79,2640,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
332,scripts/verify-storage-privacy.cjs,line-audit,continuation-pending,57,2066,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
333,scripts/verify-storage-privacy.test.ts,line-audit,continuation-pending,93,3984,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
334,scripts/verify-theme-tokens.cjs,line-audit,continuation-pending,247,7549,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
335,scripts/verify-theme-tokens.test.ts,line-audit,continuation-pending,120,4761,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
336,scripts/verify-venice-api-docs.cjs,line-audit,continuation-pending,60,2119,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
337,scripts/verify-web-contents-view.cjs,line-audit,continuation-pending,46,2590,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
338,scripts/verify-work-orders.cjs,line-audit,continuation-pending,95,3207,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
339,scripts/verify-workflow-templates.cjs,line-audit,continuation-pending,19,674,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
340,SECURITY.md,line-audit,continuation-pending,353,25124,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
341,server.test.ts,line-audit,continuation-pending,1173,44555,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
342,server.ts,line-audit,continuation-pending,1091,41981,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
343,src/App.lazy.test.ts,line-audit,continuation-pending,59,2547,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
344,src/App.navigation.test.ts,line-audit,continuation-pending,44,1768,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
345,src/App.onboarding.test.ts,line-audit,continuation-pending,16,659,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
346,src/App.skip-link.test.ts,line-audit,continuation-pending,20,750,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
347,src/App.tsx,line-audit,continuation-pending,316,15528,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
348,src/components/AttachmentTray.tsx,line-audit,continuation-pending,88,3248,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
349,src/components/audio/audio-view.test.tsx,line-audit,continuation-pending,59,2318,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
350,src/components/audio/audio-view.tsx,line-audit,continuation-pending,229,10904,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
351,src/components/CharactersView.test.tsx,line-audit,continuation-pending,73,2324,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
352,src/components/CharactersView.tsx,line-audit,continuation-pending,401,15840,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
353,src/components/chat/CharacterSceneCard.test.tsx,line-audit,continuation-pending,68,2805,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
354,src/components/chat/CharacterSceneCard.tsx,line-audit,continuation-pending,121,4354,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
355,src/components/chat/chat-input.test.tsx,line-audit,continuation-pending,432,16946,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
356,src/components/chat/chat-input.tsx,line-audit,continuation-pending,331,13455,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
357,src/components/chat/chat-view.test.tsx,line-audit,continuation-pending,614,21699,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
358,src/components/chat/chat-view.tsx,line-audit,continuation-pending,875,40033,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
359,src/components/chat/HistoryView.test.tsx,line-audit,continuation-pending,313,11315,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
360,src/components/chat/HistoryView.tsx,line-audit,continuation-pending,311,13885,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
361,src/components/chat/message-bubble.test.tsx,line-audit,continuation-pending,274,11199,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
362,src/components/chat/message-bubble.tsx,line-audit,continuation-pending,440,20948,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
363,src/components/chat/venice-params.tsx,line-audit,continuation-pending,244,11448,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
364,src/components/Chip.tsx,line-audit,continuation-pending,27,985,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
365,src/components/CollapsibleSection.tsx,line-audit,continuation-pending,33,1175,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
366,src/components/command-palette/CommandPalette.test.tsx,line-audit,continuation-pending,553,23023,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
367,src/components/command-palette/CommandPalette.tsx,line-audit,continuation-pending,838,37237,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
368,src/components/ConfirmModal.test.tsx,line-audit,continuation-pending,97,2577,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
369,src/components/ConfirmModal.tsx,line-audit,continuation-pending,101,3289,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
370,src/components/DiagnosticsPreview.tsx,line-audit,continuation-pending,18,649,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
371,src/components/embeddings/embeddings-view.test.tsx,line-audit,continuation-pending,41,1625,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
372,src/components/embeddings/embeddings-view.tsx,line-audit,continuation-pending,104,4714,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
373,src/components/ErrorBoundary.test.tsx,line-audit,continuation-pending,76,2385,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
374,src/components/ErrorBoundary.tsx,line-audit,continuation-pending,56,1683,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
375,src/components/Field.test.tsx,line-audit,continuation-pending,58,1627,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
376,src/components/Field.tsx,line-audit,continuation-pending,36,1110,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
377,src/components/FirstRunModal.tsx,line-audit,continuation-pending,79,2686,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
378,src/components/gallery/compare-view.test.tsx,line-audit,continuation-pending,129,4829,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
379,src/components/gallery/compare-view.tsx,line-audit,continuation-pending,259,9103,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
380,src/components/gallery/gallery-view.test.tsx,line-audit,continuation-pending,428,18054,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
381,src/components/gallery/gallery-view.tsx,line-audit,continuation-pending,1006,41159,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
382,src/components/gallery/lineage-viewer.test.tsx,line-audit,continuation-pending,177,7305,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
383,src/components/gallery/lineage-viewer.tsx,line-audit,continuation-pending,283,9963,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
384,src/components/gallery/media-card.tsx,line-audit,continuation-pending,201,7287,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
385,src/components/gallery/media-detail-dialog.test.tsx,line-audit,continuation-pending,29,1267,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
386,src/components/gallery/media-detail-dialog.tsx,line-audit,continuation-pending,213,9000,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
387,src/components/gallery/media-inspector.test.tsx,line-audit,continuation-pending,409,13111,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
388,src/components/gallery/media-inspector.tsx,line-audit,continuation-pending,913,39870,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
389,src/components/gallery/media-toolbar.tsx,line-audit,continuation-pending,298,11284,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
390,src/components/gallery/recipe-comparison.test.tsx,line-audit,continuation-pending,61,2602,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
391,src/components/gallery/recipe-comparison.tsx,line-audit,continuation-pending,129,4971,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
392,src/components/gallery/recipe-compatibility-card.test.tsx,line-audit,continuation-pending,103,3494,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
393,src/components/gallery/recipe-compatibility-card.tsx,line-audit,continuation-pending,150,5737,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
394,src/components/icons.tsx,line-audit,continuation-pending,195,5497,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
395,src/components/image/image-page.tsx,line-audit,continuation-pending,39,1411,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
396,src/components/image/image-tools.test.tsx,line-audit,continuation-pending,334,13817,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
397,src/components/image/image-tools.tsx,line-audit,continuation-pending,353,15949,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
398,src/components/image/image-view.test.tsx,line-audit,continuation-pending,215,7657,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
399,src/components/image/image-view.tsx,line-audit,continuation-pending,870,39201,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
400,src/components/ImageActionModal.tsx,line-audit,continuation-pending,159,6114,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
401,src/components/ImageGenerationPreview.tsx,line-audit,continuation-pending,131,5476,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
402,src/components/layout/api-key-dialog.test.tsx,line-audit,continuation-pending,61,2642,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
403,src/components/layout/api-key-dialog.tsx,line-audit,continuation-pending,124,4641,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
404,src/components/layout/AppMeshOverlay.tsx,line-audit,continuation-pending,16,442,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
405,src/components/layout/header.test.tsx,line-audit,continuation-pending,156,5868,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
406,src/components/layout/header.tsx,line-audit,continuation-pending,154,8013,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
407,src/components/layout/inspector-pane.test.tsx,line-audit,continuation-pending,45,1849,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
408,src/components/layout/inspector-pane.tsx,line-audit,continuation-pending,533,22814,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
409,src/components/layout/memory-panel.tsx,line-audit,continuation-pending,301,11612,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
410,src/components/layout/sidebar.test.tsx,line-audit,continuation-pending,346,15144,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
411,src/components/layout/sidebar.tsx,line-audit,continuation-pending,748,38455,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
412,src/components/MemoryManagerModal.test.tsx,line-audit,continuation-pending,26,1264,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
413,src/components/MemoryManagerModal.tsx,line-audit,continuation-pending,262,10284,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
414,src/components/ModelRefreshButton.tsx,line-audit,continuation-pending,40,1168,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
415,src/components/ModelSelect.tsx,line-audit,continuation-pending,29,701,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
416,src/components/music/music-view.tsx,line-audit,continuation-pending,293,12830,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
417,src/components/OnboardingSplash.test.tsx,line-audit,continuation-pending,101,4573,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
418,src/components/OnboardingSplash.tsx,line-audit,continuation-pending,103,3771,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
419,src/components/playground/agent-model-picker.tsx,line-audit,continuation-pending,163,7370,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
420,src/components/playground/playground-chat.test.tsx,line-audit,continuation-pending,302,9626,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
421,src/components/playground/playground-chat.tsx,line-audit,continuation-pending,310,13272,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
422,src/components/playground/playground-view.tsx,line-audit,continuation-pending,276,12934,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
423,src/components/playground/preview-node.tsx,line-audit,continuation-pending,109,4948,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
424,src/components/playground/workflow-preview.tsx,line-audit,continuation-pending,78,2431,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
425,src/components/privacy/StoragePrivacyDashboard.test.tsx,line-audit,continuation-pending,134,5678,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
426,src/components/privacy/StoragePrivacyDashboard.tsx,line-audit,continuation-pending,312,14296,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
427,src/components/prompts/PromptCreateModal.test.tsx,line-audit,continuation-pending,29,1337,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
428,src/components/prompts/PromptCreateModal.tsx,line-audit,continuation-pending,149,7871,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
429,src/components/prompts/PromptLibrarySelection.test.ts,line-audit,continuation-pending,13,939,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
430,src/components/prompts/PromptLibraryView.test.tsx,line-audit,continuation-pending,301,16380,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
431,src/components/prompts/PromptLibraryView.tsx,line-audit,continuation-pending,800,32215,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
432,src/components/research/ResearchBrowserView.test.tsx,line-audit,continuation-pending,441,17419,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
433,src/components/research/ResearchBrowserView.tsx,line-audit,continuation-pending,546,24274,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
434,src/components/research/ResearchWorkspaceView.test.tsx,line-audit,continuation-pending,412,13695,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
435,src/components/research/ResearchWorkspaceView.tsx,line-audit,continuation-pending,622,25946,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
436,src/components/rp-studio/_shared.test.tsx,line-audit,continuation-pending,61,3330,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
437,src/components/rp-studio/_shared.tsx,line-audit,continuation-pending,86,2750,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
438,src/components/rp-studio/AssetGallery.tsx,line-audit,continuation-pending,174,7727,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
439,src/components/rp-studio/CharacterEditor.test.tsx,line-audit,continuation-pending,587,25705,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
