path,status,notes
"docs/reference/seedance-2-0-api-guide.md","SCANNED",""
"docs/reference/seedance-face-consent-api-guide.md","SCANNED",""
"docs/reports/FINAL_AUDIT_REMEDIATION_REPORT_2026-08-26.md","SCANNED",""
"docs/reports/MEDIA_PREVIEW_TRAFFIC_INSPECTOR_REMEDIATION_REPORT_2026-07-26.md","SCANNED",""
"docs/reports/MEDIA_SAVE_PIPELINE_AUDIT_2026-07-28.md","SCANNED",""
"docs/reports/VENICE_FORGE_POST_AUGUST_24_AUDIT_REPORT.md","SCANNED",""
"docs/reports/historical/AUDIT-006-021_VALIDATION_REPORT.md","SCANNED",""
"docs/reports/historical/BUG_HUNTING_AGENT_PROMPT.md","SCANNED",""
"docs/reports/historical/BUG_HUNT_SUMMARY.md","SCANNED",""
"docs/reports/historical/CANONICAL_REPORT_INDEX.md","SCANNED",""
"docs/reports/historical/DEFERRED_WORK_DECISION_RECORD.md","SCANNED",""
"docs/reports/historical/FINAL_ACCEPTANCE_REPORT.md","SCANNED",""
"docs/reports/historical/INTENDED_FEATURE_VERIFICATION_2026-07-15.md","SCANNED",""
"docs/reports/historical/MEDIA_CHARACTER_REMEDIATION_REPORT.md","SCANNED",""
"docs/reports/historical/MINIMAX_M3_I18N_FULL_APP_REMEDIATION_REPORT_2026-07-26.md","SCANNED",""
"docs/reports/historical/README.md","SCANNED",""
"docs/reports/historical/ROUND2_POST_FIX_BUG_HUNT_WITH_PROOF.md","SCANNED",""
"docs/reports/historical/RUNTIME_I18N_FULL_UI_REMEDIATION_REPORT_2026-07-26.md","SCANNED",""
"docs/reports/historical/VALIDATION_REPORT_AUDIT_001_080.md","SCANNED",""
"docs/reports/historical/VENICE_FORGE_2026-07-20_REMEDIATION_REPORT.md","SCANNED",""
"docs/reports/historical/VENICE_FORGE_CHAT_FOLDERS_MEDIA_DOCUMENTS_REPORT_2026-07-19.md","SCANNED",""
"docs/reports/historical/VENICE_FORGE_COMPLETION_EXECUTION_2026-07-25.md","SCANNED",""
"docs/reports/historical/VENICE_FORGE_IMAGE_REMEDIATION_REPORT_2026-07-25.md","SCANNED",""
"docs/reports/historical/VENICE_FORGE_THEME_ENGINE_BORDER_AND_PORTABILITY_AUDIT_2026-07-21.md","SCANNED",""
"docs/reports/historical/VENICE_UI_PARITY_REFERENCE.md","SCANNED",""
"docs/reports/historical/VIDEO_GALLERY_CHARACTER_CHATS_UI_SURFACE_REMEDIATION_REPORT.md","SCANNED",""
"docs/reports/historical/VIDEO_PIPELINE_AND_RESEARCH_BROWSER_DEACTIVATION_2026-07-18.md","SCANNED",""
"docs/reports/historical/audit-validation-report-022-051.md","SCANNED",""
"docs/reports/historical/audit_report.yaml","SCANNED",""
"docs/reports/historical/character-creator-implementation-report.md","SCANNED",""
"docs/reports/historical/final-massive-bug-hunt-with-proof.md","SCANNED",""
"docs/reports/historical/remediation-report-2026-09-01.md","SCANNED",""
"docs/repository-maintenance/DELETION_MANIFEST.md","SCANNED",""
"docs/repository-maintenance/FILE_MOVE_MANIFEST.md","SCANNED",""
"docs/repository-maintenance/README.md","SCANNED",""
"docs/repository-maintenance/REPOSITORY_HYGIENE_REPORT.md","SCANNED",""
"docs/security/ST_CARD_IMPORT_THREAT_MODEL.md","SCANNED",""
"docs/security/security-model.md","SCANNED",""
"docs/security/sync-threat-model.md","SCANNED",""
"docs/summary_of_work.md","SCANNED",""
"docs/superpowers/plans/2026-08-26-provider-boundary-style-references.md","SCANNED",""
"docs/superpowers/plans/2026-08-30-audit-remediation.md","SCANNED",""
"docs/superpowers/plans/2026-08-31-csp-meteocon-remediation.md","SCANNED",""
"docs/superpowers/plans/2026-08-31-electron-test-typecheck.md","SCANNED",""
"docs/superpowers/plans/2026-08-31-replicate-paid-submission-durability.md","SCANNED",""
"docs/superpowers/plans/2026-08-31-theme-ci-reconciliation.md","SCANNED",""
"docs/superpowers/plans/2026-08-31-theme-engine-v2-and-ci-hardening.md","SCANNED",""
"docs/superpowers/plans/2026-08-31-unified-hardening-coordinator.md","SCANNED",""
"docs/superpowers/plans/2026-09-01-theme-aware-code-blocks.md","SCANNED",""
"docs/superpowers/specs/2026-08-23-semantic-image-prompt-enhancer-design.md","SCANNED",""
"docs/superpowers/specs/2026-08-24-deferred-provider-integration-design.md","SCANNED",""
"docs/superpowers/specs/2026-08-26-document-agent-end-to-end-repair-design.md","SCANNED",""
"docs/superpowers/specs/2026-08-26-provider-boundary-style-references-design.md","SCANNED",""
"docs/superpowers/specs/2026-08-30-audit-remediation-design.md","SCANNED",""
"docs/superpowers/specs/2026-08-31-theme-engine-v2-and-ci-hardening-design.md","SCANNED",""
"docs/superpowers/specs/2026-08-31-unified-theme-ci-csp-electron-replicate-design.md","SCANNED",""
"docs/superpowers/specs/2026-09-01-theme-aware-code-rendering-design.md","SCANNED",""
"docs/testing/CHARACTER_CARD_FIXTURES.md","SCANNED",""
"docs/user/IMAGE_INSPECTOR.md","SCANNED",""
"docs/user/ST_CARD_STUDIO.md","SCANNED",""
"docs/user/backup-and-sync.md","SCANNED",""
"docs/user/chat-model-selection.md","SCANNED",""
"docs/user/sync-troubleshooting.md","SCANNED",""
"electron-builder.config.cjs","SCANNED",""
"electron/agent/approvals/approval-coordinator.test.ts","SCANNED",""
"electron/agent/approvals/approval-coordinator.ts","SCANNED",""
"electron/agent/approvals/plan-factories.ts","SCANNED",""
"electron/agent/attachments/attachment-registry.test.ts","SCANNED",""
"electron/agent/attachments/attachment-registry.ts","SCANNED",""
"electron/agent/audit/document-agent-audit-service.ts","SCANNED",""
"electron/agent/documents/attachment-import-service.test.ts","SCANNED",""
"electron/agent/documents/attachment-import-service.ts","SCANNED",""
"electron/agent/documents/document-patch-engine.test.ts","SCANNED",""
"electron/agent/documents/document-patch-engine.ts","SCANNED",""
"electron/agent/documents/document-serializer-service.test.ts","SCANNED",""
"electron/agent/documents/document-serializer-service.ts","SCANNED",""
"electron/agent/documents/managed-document-service.test.ts","SCANNED",""
"electron/agent/documents/managed-document-service.ts","SCANNED",""
"electron/agent/policy/workspace-grant-service.test.ts","SCANNED",""
"electron/agent/policy/workspace-grant-service.ts","SCANNED",""
"electron/agent/runtime/agent-permission-state.test.ts","SCANNED",""
"electron/agent/runtime/agent-permission-state.ts","SCANNED",""
"electron/agent/runtime/agent-services.ts","SCANNED",""
"electron/agent/runtime/agent-tool-executor.documents.test.ts","SCANNED",""
"electron/agent/runtime/agent-tool-executor.test.ts","SCANNED",""
"electron/agent/runtime/agent-tool-executor.ts","SCANNED",""
"electron/agent/runtime/approved-media-executor.test.ts","SCANNED",""
"electron/agent/runtime/approved-media-executor.ts","SCANNED",""
"electron/agent/runtime/chat-agent-runner.multiturn.test.ts","SCANNED",""
"electron/agent/runtime/chat-agent-runner.telemetry.test.ts","SCANNED",""
"electron/agent/runtime/chat-agent-runner.test.ts","SCANNED",""
"electron/agent/runtime/chat-agent-runner.ts","SCANNED",""
"electron/agent/runtime/document-agent-contracts.test.ts","SCANNED",""
"electron/agent/runtime/image-model-resolver.ts","SCANNED",""
"electron/agent/runtime/tool-execution-context.ts","SCANNED",""
"electron/agent/runtime/trusted-agent-request.test.ts","SCANNED",""
"electron/agent/runtime/trusted-agent-request.ts","SCANNED",""
"electron/agent/workspace/path-policy.test.ts","SCANNED",""
"electron/agent/workspace/path-policy.ts","SCANNED",""
"electron/agent/workspace/workspace-filesystem-service.test.ts","SCANNED",""
"electron/agent/workspace/workspace-filesystem-service.ts","SCANNED",""
"electron/agent/workspace/workspace-mutation-service.test.ts","SCANNED",""
"electron/agent/workspace/workspace-mutation-service.ts","SCANNED",""
"electron/ipc/characterCardFileHandlers.test.ts","REVIEWED",""
"electron/ipc/characterCardFileHandlers.ts","REVIEWED",""
"electron/ipc/characterCreatorHandlers.test.ts","REVIEWED",""
"electron/ipc/characterCreatorHandlers.ts","REVIEWED",""
"electron/ipc/configHandlers.test.ts","REVIEWED",""
"electron/ipc/configHandlers.ts","REVIEWED",""
"electron/ipc/handlers.test.ts","REVIEWED",""
"electron/ipc/handlers.ts","REVIEWED",""
"electron/ipc/handlers/apiKeyHandlers.reserved.test.ts","REVIEWED",""
"electron/ipc/handlers/apiKeyHandlers.ts","REVIEWED",""
"electron/ipc/handlers/backgroundTaskHandlers.test.ts","REVIEWED",""
"electron/ipc/handlers/backgroundTaskHandlers.ts","REVIEWED",""
"electron/ipc/handlers/chatFolderHandlers.test.ts","REVIEWED",""
"electron/ipc/handlers/chatFolderHandlers.ts","REVIEWED",""
"electron/ipc/handlers/chatTtsHandlers.test.ts","REVIEWED",""
"electron/ipc/handlers/chatTtsHandlers.ts","REVIEWED",""
"electron/ipc/handlers/common.security.test.ts","REVIEWED",""
"electron/ipc/handlers/common.ts","REVIEWED",""
"electron/ipc/handlers/documentAgentHandlers.attachments.test.ts","REVIEWED",""
"electron/ipc/handlers/documentAgentHandlers.ts","REVIEWED",""
"electron/ipc/handlers/fileHandlers.generatedMediaExport.test.ts","REVIEWED",""
"electron/ipc/handlers/fileHandlers.ts","REVIEWED",""
"electron/ipc/handlers/huggingfaceHandlers.ts","REVIEWED",""
"electron/ipc/handlers/imageInspectorHandlers.test.ts","REVIEWED",""
"electron/ipc/handlers/imageInspectorHandlers.ts","REVIEWED",""
"electron/ipc/handlers/index.ts","REVIEWED",""
"electron/ipc/handlers/inspectorTelemetryHandlers.test.ts","REVIEWED",""
"electron/ipc/handlers/inspectorTelemetryHandlers.ts","REVIEWED",""
"electron/ipc/handlers/jinaHandlers.test.ts","REVIEWED",""
"electron/ipc/handlers/jinaHandlers.ts","REVIEWED",""
"electron/ipc/handlers/registration.test.ts","REVIEWED",""
"electron/ipc/handlers/replicateHandlers.test.ts","REVIEWED",""
"electron/ipc/handlers/replicateHandlers.ts","REVIEWED",""
"electron/ipc/handlers/syncHandlers.profile.test.ts","REVIEWED",""
"electron/ipc/handlers/syncHandlers.ts","REVIEWED",""
"electron/ipc/handlers/systemHandlers.ts","REVIEWED",""
"electron/ipc/handlers/veniceHandlers.ts","REVIEWED",""
"electron/ipc/rpHandlers.test.ts","REVIEWED",""
"electron/ipc/rpHandlers.ts","REVIEWED",""
"electron/ipc/updates.test.ts","REVIEWED",""
"electron/ipc/updates.ts","REVIEWED",""
"electron/ipc/validation.test.ts","REVIEWED",""
"electron/ipc/validation.ts","REVIEWED",""
"electron/main.test.ts","SCANNED",""
"electron/main.ts","REVIEWED",""
"electron/preload.ts","REVIEWED",""
"electron/services/appShutdownCoordinator.test.ts","SCANNED",""
"electron/services/appShutdownCoordinator.ts","NOT_APPLICABLE",""
"electron/services/backgroundTaskManager.paidQueue.test.ts","SCANNED",""
"electron/services/backgroundTaskManager.replicate.test.ts","SCANNED",""
"electron/services/backgroundTaskManager.restart-idempotency.test.ts","SCANNED",""
"electron/services/backgroundTaskManager.test.ts","SCANNED",""
"electron/services/backgroundTaskManager.ts","REVIEWED",""
"electron/services/backupCrypto.test.ts","SCANNED",""
"electron/services/backupCrypto.ts","NOT_APPLICABLE",""
"electron/services/boundedResponseReader.test.ts","SCANNED",""
"electron/services/boundedResponseReader.ts","NOT_APPLICABLE",""
"electron/services/bridgeServer.test.ts","SCANNED",""
"electron/services/bridgeServer.ts","REVIEWED",""
"electron/services/characterCardPngCodec.test.ts","SCANNED",""
"electron/services/characterCardPngCodec.ts","NOT_APPLICABLE",""
"electron/services/characterCardStorage.test.ts","SCANNED",""
"electron/services/characterCardStorage.ts","REVIEWED",""
"electron/services/characterImageCache.test.ts","SCANNED",""
"electron/services/characterImageCache.ts","NOT_APPLICABLE",""
"electron/services/chatFolderBackupService.test.ts","SCANNED",""
"electron/services/chatFolderBackupService.ts","NOT_APPLICABLE",""
"electron/services/chatFolderLockService.test.ts","SCANNED",""
"electron/services/chatFolderLockService.ts","NOT_APPLICABLE",""
"electron/services/chatFolderOperationJournal.test.ts","SCANNED",""
"electron/services/chatFolderOperationJournal.ts","NOT_APPLICABLE",""
"electron/services/chatFolderService.test.ts","SCANNED",""
"electron/services/chatFolderService.ts","NOT_APPLICABLE",""
"electron/services/chatFolderStorage.test.ts","SCANNED",""
"electron/services/chatFolderStorage.ts","NOT_APPLICABLE",""
"electron/services/chatStorage.test.ts","REVIEWED",""
"electron/services/chatStorage.ts","REVIEWED",""
"electron/services/chatTtsBridge.test.ts","SCANNED",""
"electron/services/chatTtsBridge.ts","NOT_APPLICABLE",""
"electron/services/configService.test.ts","SCANNED",""
"electron/services/configService.ts","REVIEWED",""
"electron/services/conversationVault.test.ts","SCANNED",""
"electron/services/conversationVault.ts","REVIEWED",""
"electron/services/conversationWriteQueue.ts","NOT_APPLICABLE",""
"electron/services/generatedMediaExport.test.ts","SCANNED",""
"electron/services/generatedMediaExport.ts","NOT_APPLICABLE",""
"electron/services/generatedMediaRecoveryQueue.test.ts","SCANNED",""
"electron/services/generatedMediaRecoveryQueue.ts","NOT_APPLICABLE",""
"electron/services/generatedMediaStore.test.ts","SCANNED",""
"electron/services/generatedMediaStore.ts","REVIEWED",""
"electron/services/generatedMediaStream.test.ts","SCANNED",""
"electron/services/generatedMediaStream.ts","NOT_APPLICABLE",""
"electron/services/generatedVideoDownload.test.ts","SCANNED",""
"electron/services/generatedVideoDownload.ts","NOT_APPLICABLE",""
"electron/services/guardPipeline.test.ts","SCANNED",""
"electron/services/guardPipeline.ts","REVIEWED",""
"electron/services/huggingfaceDiscovery.test.ts","SCANNED",""
"electron/services/huggingfaceDiscovery.ts","NOT_APPLICABLE",""
"electron/services/imageInspectorInput.test.ts","SCANNED",""
"electron/services/imageInspectorInput.ts","NOT_APPLICABLE",""
"electron/services/inspectorTelemetry.test.ts","SCANNED",""
"electron/services/inspectorTelemetry.ts","NOT_APPLICABLE",""
"electron/services/logger.test.ts","SCANNED",""
"electron/services/logger.ts","NOT_APPLICABLE",""
"electron/services/mediaFormat.test.ts","SCANNED",""
"electron/services/mediaFormat.ts","NOT_APPLICABLE",""
"electron/services/mediaService.test.ts","SCANNED",""
"electron/services/mediaService.ts","REVIEWED",""
"electron/services/memoryPuller.ts","NOT_APPLICABLE",""
"electron/services/paidSubmissionManager.test.ts","SCANNED",""
"electron/services/paidSubmissionManager.ts","NOT_APPLICABLE",""
"electron/services/profilePurge.test.ts","SCANNED",""
"electron/services/profilePurge.ts","NOT_APPLICABLE",""
"electron/services/profileSession.test.ts","SCANNED",""
"electron/services/profileSession.ts","NOT_APPLICABLE",""
"electron/services/providerAdapters.test.ts","SCANNED",""
"electron/services/providerAdapters.ts","NOT_APPLICABLE",""
"electron/services/providerSettingsStore.test.ts","SCANNED",""
"electron/services/providerSettingsStore.ts","REVIEWED",""
"electron/services/remoteApplyAuthority.test.ts","SCANNED",""
"electron/services/remoteApplyAuthority.ts","NOT_APPLICABLE",""
"electron/services/replaceImportRecovery.test.ts","SCANNED",""
"electron/services/replaceImportRecovery.ts","NOT_APPLICABLE",""
"electron/services/replicateService.test.ts","SCANNED",""
"electron/services/replicateService.ts","NOT_APPLICABLE",""
"electron/services/rpChatStorage.test.ts","SCANNED",""
"electron/services/rpChatStorage.ts","NOT_APPLICABLE",""
"electron/services/rpProfilePaths.ts","NOT_APPLICABLE",""
"electron/services/rpSingleFileStore.test.ts","SCANNED",""
"electron/services/rpSingleFileStore.ts","NOT_APPLICABLE",""
"electron/services/rpStores.ts","NOT_APPLICABLE",""
"electron/services/runtimeSafetySettings.ts","REVIEWED",""
"electron/services/secureStore.providerCredential.test.ts","SCANNED",""
"electron/services/secureStore.test.ts","SCANNED",""
"electron/services/secureStore.ts","REVIEWED",""
"electron/services/syncApplyQueue.test.ts","REVIEWED",""
"electron/services/syncApplyQueue.ts","REVIEWED",""
"electron/services/syncBridge.test.ts","REVIEWED",""
"electron/services/syncBridge.ts","REVIEWED",""
"electron/services/syncCheckpoint.test.ts","REVIEWED",""
"electron/services/syncCheckpoint.ts","REVIEWED",""
"electron/services/syncConfig.ts","REVIEWED",""
"electron/services/syncFolderWatcher.test.ts","REVIEWED",""
"electron/services/syncFolderWatcher.ts","REVIEWED",""
"electron/services/syncIdentity.test.ts","REVIEWED",""
"electron/services/syncIdentity.ts","REVIEWED",""
"electron/services/syncOutbox.test.ts","REVIEWED",""
"electron/services/syncOutbox.ts","REVIEWED",""
"electron/services/syncRetryQueue.ts","REVIEWED",""
"electron/services/themeService.test.ts","SCANNED",""
"electron/services/themeService.ts","NOT_APPLICABLE",""
"electron/services/timezoneService.ts","NOT_APPLICABLE",""
"electron/services/vaultMigration.ts","NOT_APPLICABLE",""
"electron/services/veniceClient.adapters.test.ts","SCANNED",""
"electron/services/veniceClient.error.test.ts","SCANNED",""
"electron/services/veniceClient.multipart.test.ts","SCANNED",""
"electron/services/veniceClient.retryAfter.test.ts","SCANNED",""
"electron/services/veniceClient.sseParser.test.ts","SCANNED",""
"electron/services/veniceClient.stream.test.ts","SCANNED",""
"electron/services/veniceClient.ts","NOT_APPLICABLE",""
"electron/services/videoRetrieveService.telemetry.test.ts","SCANNED",""
"electron/services/videoRetrieveService.test.ts","SCANNED",""
"electron/services/videoRetrieveService.ts","NOT_APPLICABLE",""
"electron/services/windowsCredentialStore.test.ts","SCANNED",""
"electron/services/windowsCredentialStore.ts","NOT_APPLICABLE",""
"electron/test/ipcTestHelpers.ts","NOT_APPLICABLE",""
"electron/utils/bridgeHost.ts","REVIEWED",""
"electron/utils/characterImageCacheProtocol.test.ts","REVIEWED",""
"electron/utils/characterImageCacheProtocol.ts","REVIEWED",""
"electron/utils/customProtocolAccess.test.ts","REVIEWED",""
"electron/utils/customProtocolAccess.ts","REVIEWED",""
"electron/utils/navigation.test.ts","REVIEWED",""
"electron/utils/navigation.ts","REVIEWED",""
"electron/utils/rateLimit.ts","REVIEWED",""
"electron/utils/rendererCsp.test.ts","REVIEWED",""
"electron/utils/rendererCsp.ts","REVIEWED",""
"electron/utils/secureFile.test.ts","REVIEWED",""
"electron/utils/secureFile.ts","REVIEWED",""
"electron/utils/urlSecurity.ts","REVIEWED",""
"electron/utils/validateIpcSender.test.ts","REVIEWED",""
"electron/utils/validateIpcSender.ts","REVIEWED",""
"eslint.config.mjs","NOT_APPLICABLE",""
"inactive-features/research-browser/README.md","SCANNED",""
"inactive-features/research-browser/docs/research-browser.md","SCANNED",""
"inactive-features/research-browser/electron/security/researchBrowserNetworkPolicy.test.ts","SCANNED",""
"inactive-features/research-browser/electron/security/researchBrowserNetworkPolicy.ts","NOT_APPLICABLE",""
"inactive-features/research-browser/electron/services/researchBrowserHome.ts","NOT_APPLICABLE",""
"inactive-features/research-browser/electron/services/researchBrowserServer.test.ts","SCANNED",""
"inactive-features/research-browser/electron/services/researchBrowserServer.ts","NOT_APPLICABLE",""
"inactive-features/research-browser/renderer/components/ResearchBrowserView.test.tsx","SCANNED",""
"inactive-features/research-browser/renderer/components/ResearchBrowserView.tsx","NOT_APPLICABLE",""
"inactive-features/research-browser/renderer/services/researchBrowserBridge.ts","NOT_APPLICABLE",""
"inactive-features/research-browser/renderer/shared/urlSecurity.test.ts","SCANNED",""
"inactive-features/research-browser/renderer/types/researchBrowser.ts","NOT_APPLICABLE",""
"inactive-features/research-browser/scripts/verify-browser-traffic-contained.cjs","NOT_APPLICABLE",""
"inactive-features/research-browser/scripts/verify-research-browser.cjs","NOT_APPLICABLE",""
"inactive-features/research-browser/scripts/verify-web-contents-view.cjs","NOT_APPLICABLE",""
"inactive-features/research-browser/tests/smoke/research-browser.test.ts","SCANNED",""
"index.html","NOT_APPLICABLE",""
"package-lock.json","GENERATED",""
"package.json","SCANNED",""
"public/assets/branding/NOTICE.md","SCANNED",""
"public/assets/branding/venice-keys-black.svg","BINARY",""
"public/assets/branding/venice-keys-red.svg","BINARY",""
"public/assets/branding/venice-keys-white.svg","BINARY",""
"public/assets/branding/venice-logo-lockup-black.svg","BINARY",""
"public/assets/branding/venice-logo-lockup-red.svg","BINARY",""
"public/assets/branding/venice-logo-lockup-white.svg","BINARY",""
"public/assets/branding/venice-seal-red-fill.svg","BINARY",""
"public/assets/branding/venice-wordmark-black.svg","BINARY",""
"public/assets/branding/venice-wordmark-red.svg","BINARY",""
"public/assets/branding/venice-wordmark-white.svg","BINARY",""
"public/audio/ui/glass/primary-click.ogg","BINARY",""
"public/audio/ui/glass/secondary-click.ogg","BINARY",""
"public/audio/ui/glass/toggle-off.ogg","BINARY",""
"public/audio/ui/glass/toggle-on.ogg","BINARY",""
"public/audio/ui/minimal/primary-click.ogg","BINARY",""
"public/audio/ui/minimal/secondary-click.ogg","BINARY",""
"public/audio/ui/minimal/toggle-off.ogg","BINARY",""
"public/audio/ui/minimal/toggle-on.ogg","BINARY",""
"public/audio/ui/retro/primary-click.ogg","BINARY",""
"public/audio/ui/retro/secondary-click.ogg","BINARY",""
"public/audio/ui/retro/toggle-off.ogg","BINARY",""
"public/audio/ui/retro/toggle-on.ogg","BINARY",""
"public/audio/ui/soft/primary-click.ogg","BINARY",""
"public/audio/ui/soft/secondary-click.ogg","BINARY",""
"public/audio/ui/soft/toggle-off.ogg","BINARY",""
"public/audio/ui/soft/toggle-on.ogg","BINARY",""
"public/audio/ui/tactile/primary-click.ogg","BINARY",""
"public/audio/ui/tactile/secondary-click.ogg","BINARY",""
"public/audio/ui/tactile/toggle-off.ogg","BINARY",""
"public/audio/ui/tactile/toggle-on.ogg","BINARY",""
"public/bootstrap-theme.js","NOT_APPLICABLE",""
"scripts/bootstrap-theme.test.ts","SCANNED",""
"scripts/build-electron.cjs","NOT_APPLICABLE",""
"scripts/capture-release-qa-snapshots.mjs","NOT_APPLICABLE",""
"scripts/capture-smoke-diagnostics.cjs","NOT_APPLICABLE",""
"scripts/capture-smoke-diagnostics.test.ts","SCANNED",""
"scripts/checksum-release.cjs","NOT_APPLICABLE",""
"scripts/checksum-release.test.ts","SCANNED",""
"scripts/clean-release-staging.cjs","NOT_APPLICABLE",""
"scripts/clean-release-staging.test.ts","SCANNED",""
"scripts/clean-repo-zip.sh","NOT_APPLICABLE",""
"scripts/collect-release-evidence.cjs","NOT_APPLICABLE",""
"scripts/collect-release-evidence.test.ts","SCANNED",""
"scripts/create-cjs-package.cjs","NOT_APPLICABLE",""
"scripts/create-clean-zip.cjs","NOT_APPLICABLE",""
"scripts/create-clean-zip.test.ts","SCANNED",""
"scripts/dev-tools/README.md","SCANNED",""
"scripts/dev-tools/capture-venice-design.mjs","NOT_APPLICABLE",""
"scripts/dev-tools/capture-venice-styles.cjs","NOT_APPLICABLE",""
"scripts/dynamic-key-manifest.json","NOT_APPLICABLE",""
"scripts/electron-builder-config.test.ts","SCANNED",""
"scripts/enforce-github-rules.sh","NOT_APPLICABLE",""
"scripts/enforce-github-rules.test.ts","SCANNED",""
"scripts/extract-i18n-keys.cjs","NOT_APPLICABLE",""
"scripts/generate-character-card-fixtures.mjs","NOT_APPLICABLE",""
"scripts/generate-docs-i18n.cjs","NOT_APPLICABLE",""
"scripts/generate-exhaustive-audit-ledger.cjs","NOT_APPLICABLE",""
"scripts/generate-locales.cjs","NOT_APPLICABLE",""
"scripts/generate-placeholder-icon.cjs","NOT_APPLICABLE",""
"scripts/generate-theme-families.cjs","NOT_APPLICABLE",""
"scripts/i18n-locale-status.cjs","NOT_APPLICABLE",""
"scripts/i18n-status-isolation.test.ts","SCANNED",""
"scripts/i18n-tooling.test.ts","SCANNED",""
"scripts/init-config.ts","NOT_APPLICABLE",""
"scripts/jsdom.d.ts","NOT_APPLICABLE",""
"scripts/packaged-executable.cjs","NOT_APPLICABLE",""
"scripts/populate-en-us-catalogs.cjs","NOT_APPLICABLE",""
"scripts/print-config.ts","NOT_APPLICABLE",""
"scripts/production-server-static-root.test.ts","SCANNED",""
"scripts/profile-media-studio.mjs","NOT_APPLICABLE",""
"scripts/profile-media-studio.test.ts","SCANNED",""
"scripts/run-bounded-test-shards.cjs","NOT_APPLICABLE",""
"scripts/start-production.cjs","NOT_APPLICABLE",""
"scripts/sync-catalogs.cjs","NOT_APPLICABLE",""
"scripts/sync-venice-api-docs.cjs","NOT_APPLICABLE",""
"scripts/translate-missing.cjs","NOT_APPLICABLE",""
"scripts/translate-missing.test.ts","SCANNED",""
"scripts/validate-config.ts","NOT_APPLICABLE",""
"scripts/verify-agent-docs.cjs","NOT_APPLICABLE",""
"scripts/verify-agent-docs.test.ts","SCANNED",""
"scripts/verify-archive-clean.cjs","NOT_APPLICABLE",""
"scripts/verify-archive-clean.test.ts","SCANNED",""
"scripts/verify-backup-sync.cjs","NOT_APPLICABLE",""
"scripts/verify-backup-sync.test.ts","SCANNED",""
"scripts/verify-bundle-budget.cjs","NOT_APPLICABLE",""
"scripts/verify-character-card-png.cjs","NOT_APPLICABLE",""
"scripts/verify-character-card-security.cjs","NOT_APPLICABLE",""
"scripts/verify-character-card-v2.cjs","NOT_APPLICABLE",""
"scripts/verify-ci-contract.cjs","NOT_APPLICABLE",""
"scripts/verify-ci-contract.test.ts","SCANNED",""
"scripts/verify-custom-protocol-privileges.cjs","NOT_APPLICABLE",""
"scripts/verify-custom-protocol-privileges.test.ts","SCANNED",""
"scripts/verify-dist.cjs","NOT_APPLICABLE",""
"scripts/verify-dist.test.ts","SCANNED",""
"scripts/verify-document-agent.cjs","NOT_APPLICABLE",""
"scripts/verify-document-ingestion.cjs","NOT_APPLICABLE",""
"scripts/verify-document-ingestion.test.ts","SCANNED",""
"scripts/verify-hardcoded-strings.cjs","NOT_APPLICABLE",""
"scripts/verify-hardcoded-strings.test.ts","SCANNED",""
"scripts/verify-i18n.cjs","NOT_APPLICABLE",""
"scripts/verify-icon.cjs","NOT_APPLICABLE",""
"scripts/verify-image-policy.cjs","NOT_APPLICABLE",""
"scripts/verify-inactive-feature-archive.cjs","NOT_APPLICABLE",""
"scripts/verify-ipc-parity.cjs","NOT_APPLICABLE",""
"scripts/verify-ipc-parity.test.ts","SCANNED",""
"scripts/verify-lockfile.cjs","NOT_APPLICABLE",""
"scripts/verify-markdown-links.cjs","NOT_APPLICABLE",""
"scripts/verify-markdown-links.test.ts","SCANNED",""
"scripts/verify-media-studio-power-tools.cjs","NOT_APPLICABLE",""
"scripts/verify-meteocon-csp.cjs","NOT_APPLICABLE",""
"scripts/verify-meteocon-csp.d.cts","NOT_APPLICABLE",""
"scripts/verify-meteocon-csp.test.ts","SCANNED",""
"scripts/verify-model-aware-recipes.cjs","NOT_APPLICABLE",""
"scripts/verify-network-boundaries.cjs","NOT_APPLICABLE",""
"scripts/verify-no-native-dialogs.cjs","NOT_APPLICABLE",""
"scripts/verify-prompt-language.cjs","NOT_APPLICABLE",""
"scripts/verify-prompt-library.cjs","NOT_APPLICABLE",""
"scripts/verify-provider-adapters.cjs","NOT_APPLICABLE",""
"scripts/verify-provider-adapters.test.ts","SCANNED",""
"scripts/verify-release-metadata.cjs","NOT_APPLICABLE",""
"scripts/verify-release-metadata.test.ts","SCANNED",""
"scripts/verify-release-packaging-hardening.cjs","NOT_APPLICABLE",""
"scripts/verify-release-packaging-hardening.test.ts","SCANNED",""
"scripts/verify-repo-handoff-hygiene.cjs","NOT_APPLICABLE",""
"scripts/verify-repository-identity.cjs","NOT_APPLICABLE",""
"scripts/verify-repository-identity.test.ts","SCANNED",""
"scripts/verify-research-workspace.cjs","NOT_APPLICABLE",""
"scripts/verify-roadmap-current.cjs","NOT_APPLICABLE",""
"scripts/verify-roadmap-current.test.ts","SCANNED",""
"scripts/verify-rp-studio-polish.cjs","NOT_APPLICABLE",""
"scripts/verify-safety-guard.cjs","NOT_APPLICABLE",""
"scripts/verify-safety-guard.test.ts","SCANNED",""
"scripts/verify-scene-composer.cjs","NOT_APPLICABLE",""
"scripts/verify-scene-references.cjs","NOT_APPLICABLE",""
"scripts/verify-stack-facts.cjs","NOT_APPLICABLE",""
